651;114.5929336547;7464;7464;1D28
652;114.1104202270;7475;7475;1D33
653;113.6294097900;7486;7486;1D3E
654;113.1498565673;7497;7497;1D49
655;112.6717529296;7508;7508;1D54
656;112.1951141357;7519;7519;1D5F
657;111.7199401855;7530;7530;1D6A
658;111.2462005615;7541;7541;1D75
659;110.7738952636;7553;7553;1D81
660;110.3030242919;7564;7564;1D8C
661;109.8335723876;7575;7575;1D97
662;109.3655548095;7586;7586;1DA2
663;108.8989486694;7597;7597;1DAD
664;108.4337234497;7608;7608;1DB8
665;107.9699249267;7619;7619;1DC3
666;107.5075149536;7631;7631;1DCF
667;107.0464859008;7642;7642;1DDA
668;106.5868377685;7653;7653;1DE5
669;106.1285476684;7664;7664;1DF0
670;105.6716461181;7676;7676;1DFC
671;105.2160949707;7687;7687;1E07
672;104.7619094848;7698;7698;1E12
673;104.3090591430;7710;7710;1E1E
674;103.8575668334;7721;7721;1E29
675;103.4074096679;7732;7732;1E34
676;102.9585876464;7744;7744;1E40
677;102.5110702514;7755;7755;1E4B
678;102.0648956298;7767;7767;1E57
679;101.6200332641;7778;7778;1E62
680;101.1764755249;7790;7790;1E6E
681;100.7342071533;7801;7801;1E79
682;100.2932586669;7813;7813;1E85
683;99.8535842895;7825;7825;1E91
684;99.4152069091;7836;7836;1E9C
685;98.9780883789;7848;7848;1EA8
686;98.5422821044;7859;7859;1EB3
687;98.1077194213;7871;7871;1EBF
688;97.6744155883;7883;7883;1ECB
689;97.2423782348;7895;7895;1ED7
690;96.8116073608;7906;7906;1EE2
691;96.3820495605;7918;7918;1EEE
692;95.9537506103;7930;7930;1EFA
693;95.5266952514;7942;7942;1F06
694;95.1008529663;7954;7954;1F12
695;94.6762542724;7965;7965;1F1D
696;94.2528686523;7977;7977;1F29
697;93.8307037353;7989;7989;1F35
698;93.4097518920;8001;8001;1F41
699;92.9899902343;8013;8013;1F4D
700;92.5714263916;8025;8025;1F59
701;92.1540756225;8037;8037;1F65
702;91.7378921508;8049;8049;1F71
703;91.3228988647;8061;8061;1F7D
704;90.9091033935;8074;8074;1F8A
705;90.4964447021;8086;8086;1F96
706;90.0849838256;8098;8098;1FA2
707;89.6746902465;8110;8110;1FAE
708;89.2655334472;8122;8122;1FBA
709;88.8575592041;8135;8135;1FC7
710;88.4506912231;8147;8147;1FD3
711;88.0449981689;8159;8159;1FDF
712;87.6404495239;8172;8172;1FEC
713;87.2370223999;8184;8184;1FF8
714;86.8347396850;8196;8196;2004
715;86.4335784912;8209;8209;2011
716;86.0335083007;8221;8221;201D
717;85.6345901489;8234;8234;202A
718;85.2367630004;8246;8246;2036
719;84.8400573730;8259;8259;2043
720;84.4444503784;8271;8271;204F
721;84.0499420166;8284;8284;205C
722;83.6565017700;8297;8297;2069
723;83.2641830444;8309;8309;2075
724;82.8729400634;8322;8322;2082
725;82.4827651977;8335;8335;208F
726;82.0936660766;8348;8348;209C
727;81.7056427001;8360;8360;20A8
728;81.3186874389;8373;8373;20B5
729;80.9327850341;8386;8386;20C2
730;80.5479507446;8399;8399;20CF
731;80.1641693115;8412;8412;20DC
732;79.7814102172;8425;8425;20E9
733;79.3997268676;8438;8438;20F6
734;79.0190734863;8451;8451;2103
735;78.6394577026;8464;8464;2110
736;78.2608718872;8477;8477;211D
737;77.8833160400;8491;8491;212B
